epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,62044.4,0.80664,0.78825,1.15722,0.50628,0.48544,0.5049,0.38069,0.72209,0.77774,1.11075,0.003268,0.003268,0.003268
104,62646.1,0.80734,0.77011,1.14688,0.58409,0.47135,0.51611,0.38797,0.72092,0.76885,1.10936,0.003202,0.003202,0.003202
105,63248.6,0.81595,0.78383,1.15261,0.53657,0.49276,0.51107,0.38461,0.71396,0.767,1.10501,0.003136,0.003136,0.003136
106,63853,0.81367,0.79609,1.15191,0.63288,0.48132,0.51434,0.38943,0.70278,0.76141,1.0958,0.00307,0.00307,0.00307
107,64454.8,0.8024,0.78622,1.14854,0.4504,0.52527,0.51143,0.39115,0.70473,0.76565,1.09579,0.003004,0.003004,0.003004
108,65056.5,0.79735,0.76749,1.14786,0.59118,0.48453,0.4854,0.36381,0.70592,0.76076,1.10021,0.002938,0.002938,0.002938
109,65658.2,0.80063,0.76489,1.15437,0.58942,0.45544,0.48453,0.36305,0.70588,0.76107,1.09934,0.002872,0.002872,0.002872
110,66260,0.79232,0.76087,1.14509,0.5065,0.49899,0.48486,0.36492,0.6962,0.74905,1.09181,0.002806,0.002806,0.002806
111,66861.5,0.81362,0.76706,1.14639,0.55778,0.49309,0.52052,0.39282,0.69798,0.7537,1.09049,0.00274,0.00274,0.00274
112,67462.9,0.80723,0.78172,1.14088,0.52177,0.51104,0.51673,0.38909,0.69533,0.75056,1.09099,0.002674,0.002674,0.002674
113,68064.4,0.78777,0.76227,1.13731,0.63275,0.48202,0.51609,0.38965,0.69464,0.74349,1.08931,0.002608,0.002608,0.002608
114,68666.2,0.77765,0.73624,1.13133,0.67897,0.46773,0.51508,0.38794,0.70101,0.75183,1.09437,0.002542,0.002542,0.002542
115,69267.7,0.79291,0.75342,1.13952,0.55652,0.49083,0.51465,0.38857,0.69901,0.75401,1.09188,0.002476,0.002476,0.002476
116,69869.1,0.78177,0.74934,1.13612,0.53334,0.48514,0.51287,0.38856,0.69034,0.74046,1.08682,0.00241,0.00241,0.00241
